game_id,team_id,player_id,side_id,opp_team_id,pts,fgm,fga,fgperc,twoptm,twopta,twoptperc,threeptm,threepta,threeptperc,ftm,fta,ftperc,oreb,dreb,reb,ast,tov,stl,blk,blka,fc,sfc,nsfc,fd,sfd,nsfd,pir,plus_minus_pts,seconds_played,plus_minus_reb,plus_minus_ast,plus_minus_stl,plus_minus_tov,plus_minus_fc
20191107-1845-lions-camdenhells,camdenhells,camdenhells-sean,1,lions,2,1,5,20.0,1,5,20.0,0,0,0,0,4,0,4,1,5,2,1,4,0,1,0,0,0,3,2,1,6,17,657,11,7,0,-4,-8
20191107-1845-lions-camdenhells,camdenhells,lostangels-sophie,1,lions,2,1,6,16.7,1,6,16.7,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,1,0,1,0,4,1038,11,1,-2,-1,-4
20191107-1845-lions-camdenhells,camdenhells,rockets-anna,1,lions,2,1,4,25.0,1,4,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,869,3,0,0,0,-3
20191107-1845-lions-camdenhells,camdenhells,rockets-malachi,1,lions,9,4,8,50.0,4,8,50.0,0,0,0,1,3,33.3,7,6,13,2,6,1,1,0,1,0,1,2,2,0,15,-1,1399,15,1,-2,1,-5
20191107-1845-lions-camdenhells,camdenhells,kissmygrass-steph,1,lions,2,1,4,25.0,1,4,25.0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,1,1,0,0,0,0,4,8,1147,17,3,-3,0,-4
20191107-1845-lions-camdenhells,camdenhells,greenmachine-ahmed,1,lions,3,1,2,50.0,1,1,100.0,0,1,0,1,2,50.0,0,4,4,2,2,2,0,0,2,1,1,2,2,0,7,-7,800,7,0,1,0,-2
20191107-1845-lions-camdenhells,camdenhells,camdenhells-jess,1,lions,2,1,4,25.0,1,3,33.3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-2,1025,9,0,1,-1,-5
20191107-1845-lions-camdenhells,camdenhells,lostangels-rob,1,lions,10,3,9,33.3,3,9,33.3,0,0,0,4,7,57.1,1,5,6,0,2,0,0,0,0,0,0,3,3,0,8,-2,1135,9,0,-3,2,-4
20191107-1845-lions-camdenhells,camdenhells,lions-alfie,1,lions,2,0,2,0,0,2,0,0,0,0,2,4,50.0,0,3,3,1,1,0,0,0,0,0,0,2,2,0,3,1,539,5,-1,2,-3,-3
20191107-1930-hotshots-greenmachine,hotshots,hotshots-marine,0,greenmachine,0,0,4,0,0,3,0,0,1,0,0,0,0,2,2,4,0,3,2,0,0,0,0,0,0,0,0,-1,1,2033,4,-5,-6,7,7
20191107-1930-hotshots-greenmachine,hotshots,hotshots-harrison,0,greenmachine,8,3,12,25.0,3,8,37.5,0,4,0,2,2,100.0,1,6,7,3,4,2,1,1,3,2,1,3,1,2,7,-3,1956,4,-6,-7,8,8
20191107-1930-hotshots-greenmachine,hotshots,hotshots-bernard,0,greenmachine,6,3,5,60.0,3,5,60.0,0,0,0,0,0,0,1,1,2,3,2,1,0,0,3,2,1,0,0,0,5,6,1295,0,-2,-3,4,3
20191107-1930-hotshots-greenmachine,hotshots,lions-saulius,0,greenmachine,4,1,1,100.0,1,1,100.0,0,0,0,2,2,100.0,1,6,7,0,4,0,0,0,3,3,0,1,1,0,5,2,880,0,-4,-2,2,5
20191107-1930-hotshots-greenmachine,hotshots,saturdays-claire,0,greenmachine,4,2,9,22.2,2,8,25.0,0,1,0,0,0,0,1,1,2,1,4,1,0,0,1,0,1,0,0,0,-4,4,1890,5,-4,-7,6,6
20191107-1930-hotshots-greenmachine,hotshots,imports-dan,0,greenmachine,11,5,11,45.5,5,11,45.5,0,0,0,1,2,50.0,2,6,8,1,2,0,4,0,2,1,1,2,1,1,15,2,1126,3,-1,-2,4,2
20191107-1930-hotshots-greenmachine,hotshots,hotshots-sharad,0,greenmachine,2,1,2,50.0,1,2,50.0,0,0,0,0,0,0,2,1,3,0,1,1,1,0,1,0,1,0,0,0,4,-5,965,4,-3,-2,3,4
20191107-1930-hotshots-greenmachine,greenmachine,greenmachine-ahmed,1,hotshots,12,4,15,26.7,3,11,27.3,1,4,25.0,3,7,42.9,1,1,2,7,2,5,0,0,2,2,0,4,3,1,11,9,1392,2,7,7,-10,-4
20191107-1930-hotshots-greenmachine,greenmachine,greenmachine-alex,1,hotshots,11,4,10,40.0,4,10,40.0,0,0,0,3,9,33.3,6,7,13,3,4,2,1,3,3,1,2,5,5,0,13,0,1748,1,4,3,-4,-6
20191107-1930-hotshots-greenmachine,greenmachine,greenmachine-marina,1,hotshots,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,-3,5,1163,-2,6,3,-5,-7
20191107-1930-hotshots-greenmachine,greenmachine,greenmachine-victoria,1,hotshots,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,-6,1824,-7,3,4,-5,-5
20191107-1930-hotshots-greenmachine,greenmachine,greenmachine-basel,1,hotshots,2,1,6,16.7,1,4,25.0,0,2,0,0,2,0,0,2,2,2,3,2,0,0,1,0,1,3,1,2,0,-7,1172,-6,0,3,-1,-2
20191107-1930-hotshots-greenmachine,greenmachine,greenmachine-jayd,1,hotshots,2,1,3,33.3,1,1,100.0,0,2,0,0,0,0,1,4,5,0,0,0,0,1,0,0,0,1,0,1,5,-14,1119,-8,-1,1,0,-6
20191107-1930-hotshots-greenmachine,greenmachine,kissmygrass-steph,1,hotshots,2,1,4,25.0,1,4,25.0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5,910,3,3,5,-4,-1
20191107-1930-hotshots-greenmachine,greenmachine,rockets-malachi,1,hotshots,5,2,6,33.3,2,6,33.3,0,0,0,1,2,50.0,2,1,3,1,2,2,0,2,0,0,0,1,0,1,3,3,871,-3,3,4,-6,-4
20191107-2015-northlondonlions-rockets,northlondonlions,northlondonlions-tanky,0,rockets,4,1,5,20.0,0,2,0,1,3,33.3,1,2,50.0,0,4,4,1,3,1,0,1,2,1,1,1,1,0,0,-3,1017,3,-2,1,-2,2
20191107-2015-northlondonlions-rockets,northlondonlions,northlondonlions-kylie,0,rockets,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,4,1,3,0,0,0,-6,0,1590,19,-2,-4,2,-3
20191107-2015-northlondonlions-rockets,northlondonlions,northlondonlions-kat,0,rockets,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,3,0,2,1,0,0,0,0,0,1,0,1,1,-2,1044,4,1,0,3,1
20191107-2015-northlondonlions-rockets,northlondonlions,northlondonlions-boma,0,rockets,19,7,18,38.9,7,11,63.6,0,7,0,5,8,62.5,4,7,11,2,1,1,0,0,4,2,2,4,2,2,18,-9,1837,15,-2,-4,4,3
20191107-2015-northlondonlions-rockets,northlondonlions,northlondonlions-tom,0,rockets,6,2,6,33.3,2,6,33.3,0,0,0,2,7,28.6,9,10,19,1,2,2,4,0,4,2,2,8,4,4,25,-6,1713,16,1,-5,5,2
20191107-2015-northlondonlions-rockets,northlondonlions,northlondonlions-mikey,0,rockets,4,2,4,50.0,2,4,50.0,0,0,0,0,2,0,0,5,5,1,3,0,0,0,3,2,1,3,1,2,3,0,1555,11,0,-4,5,-1
20191107-2015-northlondonlions-rockets,northlondonlions,northlondonlions-stephanie,0,rockets,0,0,8,0,0,7,0,0,1,0,0,4,0,1,0,1,0,2,1,0,1,2,1,1,2,1,1,-13,-10,1448,7,-1,-4,3,6
20191107-2015-northlondonlions-rockets,rockets,rockets-anna,1,northlondonlions,6,3,4,75.0,3,4,75.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6,4,1425,-10,2,4,-2,-4
20191107-2015-northlondonlions-rockets,rockets,rockets-darnell,1,northlondonlions,11,5,11,45.5,5,9,55.6,0,2,0,1,4,25.0,2,0,2,0,5,1,1,2,2,0,2,3,3,0,0,4,1460,-12,0,4,-2,-2
20191107-2015-northlondonlions-rockets,rockets,rockets-marc,1,northlondonlions,13,4,12,33.3,4,10,40.0,0,2,0,5,9,55.6,1,5,6,1,1,1,0,1,7,5,2,5,5,0,5,1,1484,-16,1,3,-3,4
20191107-2015-northlondonlions-rockets,rockets,rockets-patricia,1,northlondonlions,1,0,1,0,0,1,0,0,0,0,1,2,50.0,1,2,3,1,1,1,0,0,4,2,2,1,0,1,0,10,1460,-11,1,4,-4,-5
20191107-2015-northlondonlions-rockets,rockets,rockets-paul,1,northlondonlions,2,0,4,0,0,4,0,0,0,0,2,4,50.0,0,6,6,2,2,3,1,1,2,1,1,5,1,4,8,5,1864,-15,1,5,-6,-5
20191107-2015-northlondonlions-rockets,rockets,lostangels-daria,1,northlondonlions,3,1,3,33.3,0,1,0,1,2,50.0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,5,1,1023,-7,0,-1,-1,4
20191107-2015-northlondonlions-rockets,rockets,lostangels-rob,1,northlondonlions,3,1,7,14.3,1,7,14.3,0,0,0,1,2,50.0,4,7,11,2,1,1,0,0,3,1,2,4,0,4,10,8,1308,-2,1,0,-1,-3
20191107-2100-lostangels-burritos,lostangels,lostangels-aldis,0,burritos,8,3,10,30.0,1,5,20.0,2,5,40.0,0,0,0,1,3,4,1,5,1,0,0,3,0,3,1,0,1,0,3,1243,6,5,-6,5,5
20191107-2100-lostangels-burritos,lostangels,lostangels-carlos,0,burritos,3,1,3,33.3,1,3,33.3,0,0,0,1,2,50.0,1,7,8,2,3,1,0,0,5,3,2,1,1,0,4,-6,1518,9,4,-10,13,7
20191107-2100-lostangels-burritos,lostangels,lostangels-carlotta,0,burritos,6,3,7,42.9,3,7,42.9,0,0,0,0,0,0,1,4,5,1,4,2,0,1,1,0,1,0,0,0,4,3,1543,13,7,-9,11,6
20191107-2100-lostangels-burritos,lostangels,lostangels-daria,0,burritos,3,1,2,50.0,0,0,0,1,2,50.0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,2,-9,1523,10,2,-16,18,8
20191107-2100-lostangels-burritos,lostangels,lostangels-jazeps,0,burritos,10,4,12,33.3,2,7,28.6,2,5,40.0,0,0,0,1,5,6,4,11,1,0,0,3,2,1,0,0,0,-1,-8,1632,6,5,-12,14,8
20191107-2100-lostangels-burritos,lostangels,lostangels-rolands,0,burritos,4,2,7,28.6,2,6,33.3,0,1,0,0,0,0,3,10,13,0,2,0,3,0,2,2,0,0,0,0,11,-1,1721,15,4,-14,16,10
20191107-2100-lostangels-burritos,lostangels,lostangels-sophie,0,burritos,2,1,3,33.3,1,3,33.3,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,2,0,2,4,-2,1010,1,3,-3,3,6
20191107-2100-lostangels-burritos,burritos,burritos-alex,1,lostangels,17,4,18,22.2,3,11,27.3,1,7,14.3,8,10,80.0,1,4,5,1,1,7,1,0,2,1,1,6,5,1,18,4,2040,-12,-6,14,-16,-10
20191107-2100-lostangels-burritos,burritos,burritos-armelle,1,lostangels,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,1110,-3,-7,7,-6,-7
20191107-2100-lostangels-burritos,burritos,burritos-suzi,1,lostangels,2,0,1,0,0,1,0,0,0,0,2,2,100.0,1,0,1,0,3,2,0,1,0,0,0,1,0,1,1,-2,895,-2,-5,7,-6,-6
20191107-2100-lostangels-burritos,burritos,burritos-sylwia,1,lostangels,2,1,3,33.3,1,3,33.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-2,9,997,-10,1,9,-12,-3
20191107-2100-lostangels-burritos,burritos,burritos-tom,1,lostangels,5,2,10,20.0,1,4,25.0,1,6,16.7,0,0,0,1,5,6,2,0,2,0,0,2,0,2,2,0,2,7,4,2039,-12,-6,14,-16,-10
20191107-2100-lostangels-burritos,burritos,burritos-wouter,1,lostangels,12,5,12,41.7,5,12,41.7,0,0,0,2,4,50.0,2,9,11,1,4,8,0,2,0,0,0,5,2,3,22,4,2040,-12,-6,14,-16,-10
20191107-2100-lostangels-burritos,burritos,dropbears-mary,1,lostangels,2,1,7,14.3,1,5,20.0,0,2,0,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,-1,6,1078,-9,-1,5,-8,-4
20191114-1845-lostangels-greenmachine,lostangels,lostangels-aldis,0,greenmachine,6,2,7,28.6,0,3,0,2,4,50.0,0,0,0,0,4,4,6,1,4,0,1,0,0,0,0,0,0,13,29,1454,8,11,3,-7,0
20191114-1845-lostangels-greenmachine,lostangels,lostangels-carlos,0,greenmachine,8,4,5,80.0,4,5,80.0,0,0,0,0,0,0,0,7,7,2,3,2,2,0,0,0,0,0,0,0,17,29,1403,2,10,1,-5,0
20191114-1845-lostangels-greenmachine,lostangels,lostangels-carlotta,0,greenmachine,6,2,12,16.7,2,12,16.7,0,0,0,2,2,100.0,1,2,3,3,3,3,0,0,0,0,0,1,1,0,3,43,2040,9,16,4,-10,1
20191114-1845-lostangels-greenmachine,lostangels,lostangels-jazeps,0,greenmachine,25,12,20,60.0,11,17,64.7,1,3,33.3,0,0,0,2,1,3,3,4,3,1,0,1,1,0,0,0,0,22,40,1744,5,15,7,-12,1
20191114-1845-lostangels-greenmachine,lostangels,lostangels-rolands,0,greenmachine,10,5,6,83.3,5,6,83.3,0,0,0,0,0,0,4,13,17,5,3,4,5,0,2,0,2,0,0,0,35,31,1518,12,12,1,-6,2
20191114-1845-lostangels-greenmachine,lostangels,lostangels-sophie,0,greenmachine,5,2,7,28.6,2,6,33.3,0,1,0,1,2,50.0,0,5,5,2,0,1,1,0,0,0,0,1,1,0,9,43,2040,9,16,4,-10,1
20191114-1845-lostangels-greenmachine,greenmachine,greenmachine-ahmed,1,lostangels,2,1,15,6.7,1,9,11.1,0,6,0,0,0,0,2,2,4,1,7,4,1,1,1,1,0,0,0,0,-11,-37,1721,-8,-14,-3,8,-1
20191114-1845-lostangels-greenmachine,greenmachine,greenmachine-alex,1,lostangels,4,2,12,16.7,2,12,16.7,0,0,0,0,0,0,3,11,14,1,3,3,0,2,1,1,0,1,0,1,7,-26,1541,-5,-10,-2,5,-1
20191114-1845-lostangels-greenmachine,greenmachine,greenmachine-allison,1,lostangels,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,-3,-16,757,-7,-4,-2,4,0
20191114-1845-lostangels-greenmachine,greenmachine,greenmachine-kelli,1,lostangels,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,-2,-20,1110,-1,-9,-1,4,-1
20191114-1845-lostangels-greenmachine,greenmachine,greenmachine-marina,1,lostangels,0,0,2,0,0,2,0,0,0,0,0,2,0,1,1,2,0,1,1,0,2,0,0,0,1,1,0,-3,-27,1184,-1,-10,-2,5,0
20191114-1845-lostangels-greenmachine,greenmachine,greenmachine-sergio,1,lostangels,7,3,11,27.3,2,7,28.6,1,4,25.0,0,0,0,0,3,3,3,2,2,0,2,0,0,0,0,0,0,3,-43,1644,-9,-17,-5,11,0
20191114-1845-lostangels-greenmachine,greenmachine,greenmachine-victoria,1,lostangels,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,-4,-23,1023,-9,-9,-3,7,-1
20191114-1845-lostangels-greenmachine,greenmachine,greenmachine-jayd,1,lostangels,4,2,5,40.0,2,5,40.0,0,0,0,0,0,0,1,4,5,0,6,1,0,1,0,0,0,1,0,1,1,-23,1215,-5,-7,-2,6,-1
20191114-1930-hotshots-lions,hotshots,hotshots-daniel,0,lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-4,516,1,-2,-3,5,-1
20191114-1930-hotshots-lions,hotshots,hotshots-weronika,0,lions,6,3,6,50.0,3,6,50.0,0,0,0,0,0,0,2,6,8,1,2,0,0,0,2,2,0,1,0,1,9,33,2040,30,7,-2,7,-10
20191114-1930-hotshots-lions,hotshots,hotshots-davidm,0,lions,6,3,3,100.0,3,3,100.0,0,0,0,0,0,0,1,5,6,0,2,0,0,0,0,0,0,0,0,0,10,7,635,10,0,0,3,0
20191114-1930-hotshots-lions,hotshots,hotshots-harrison,0,lions,12,4,12,33.3,4,9,44.4,0,3,0,4,8,50.0,3,10,13,4,3,2,2,0,1,1,0,7,4,3,24,27,1819,25,5,-1,5,-11
20191114-1930-hotshots-lions,hotshots,imports-dan,0,lions,16,8,12,66.7,8,12,66.7,0,0,0,0,6,0,3,14,17,4,3,1,4,0,0,0,0,5,3,2,34,36,1477,30,8,0,3,-8
20191114-1930-hotshots-lions,hotshots,hotshots-bernard,0,lions,12,5,11,45.5,5,11,45.5,0,0,0,2,4,50.0,3,4,7,4,3,1,0,0,0,0,0,3,2,1,16,33,1674,24,10,-2,5,-10
20191114-1930-hotshots-lions,hotshots,saturdays-claire,0,lions,9,4,11,36.4,3,10,30.0,1,1,100.0,0,0,0,1,4,5,1,1,1,0,0,1,1,0,0,0,0,7,33,2040,30,7,-2,7,-10
20191114-1930-hotshots-lions,lions,lions-gus,1,hotshots,9,4,16,25.0,4,16,25.0,0,0,0,1,4,25.0,2,11,13,0,1,1,0,1,7,6,1,2,2,0,1,-29,1886,-26,-6,2,-6,8
20191114-1930-hotshots-lions,lions,lions-kata,1,hotshots,6,3,12,25.0,3,12,25.0,0,0,0,0,2,0,1,0,1,1,0,2,0,1,4,2,2,1,1,0,-5,-33,2040,-30,-7,2,-7,10
20191114-1930-hotshots-lions,lions,lions-mychelle,1,hotshots,9,4,17,23.5,3,13,23.1,1,4,25.0,0,2,0,2,1,3,2,3,1,0,1,0,0,0,1,1,0,-3,-33,2040,-30,-7,2,-7,10
20191114-1930-hotshots-lions,lions,lions-rashid,1,hotshots,2,1,8,12.5,1,6,16.7,0,2,0,0,0,0,2,4,6,0,1,0,0,2,2,1,1,0,0,0,-4,-31,1540,-22,-9,2,-4,10
20191114-1930-hotshots-lions,lions,greenmachine-andris,1,hotshots,0,0,5,0,0,5,0,0,0,0,0,2,0,0,2,2,3,1,2,0,1,2,0,2,1,1,0,-3,-30,1845,-27,-6,3,-7,9
20191114-1930-hotshots-lions,lions,lostangels-aldis,1,hotshots,2,1,4,25.0,1,2,50.0,0,2,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,2,-9,849,-15,0,-1,-4,3
20191114-2015-northlondonlions-camdenhells,northlondonlions,northlondonlions-boma,0,camdenhells,15,6,18,33.3,6,15,40.0,0,3,0,3,4,75.0,5,7,12,1,2,4,5,0,2,1,1,3,2,1,23,-12,1970,-5,-8,1,0,-5
20191114-2015-northlondonlions-camdenhells,northlondonlions,northlondonlions-tanky,0,camdenhells,4,1,11,9.1,1,7,14.3,0,4,0,2,2,100.0,4,3,7,0,3,0,0,0,0,0,0,3,1,2,1,-17,1925,-9,-9,2,-1,-6
20191114-2015-northlondonlions-camdenhells,northlondonlions,northlondonlions-mikey,0,camdenhells,9,3,4,75.0,3,4,75.0,0,0,0,3,6,50.0,2,5,7,2,2,2,0,0,2,2,0,6,4,2,18,-14,2040,-6,-9,2,-1,-6
20191114-2015-northlondonlions-camdenhells,northlondonlions,northlondonlions-stephanie,0,camdenhells,0,0,7,0,0,5,0,0,2,0,0,2,0,1,3,4,0,2,0,0,1,2,1,1,1,1,0,-9,-17,1676,-5,-9,-1,3,-5
20191114-2015-northlondonlions-camdenhells,northlondonlions,northlondonlions-zoey,0,camdenhells,0,0,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-8,-12,1550,-6,-6,2,-2,-5
20191114-2015-northlondonlions-camdenhells,northlondonlions,northlondonlions-banksy,0,camdenhells,4,2,4,50.0,2,2,100.0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,1038,1,-4,4,-4,-3
20191114-2015-northlondonlions-camdenhells,camdenhells,camdenhells-davidgalindo,1,northlondonlions,2,0,6,0,0,6,0,0,0,0,2,2,100.0,2,4,6,2,1,1,0,1,1,0,1,1,1,0,3,16,978,7,5,3,-2,2
20191114-2015-northlondonlions-camdenhells,camdenhells,camdenhells-sean,1,northlondonlions,8,3,4,75.0,3,4,75.0,0,0,0,2,2,100.0,0,1,1,5,2,0,0,0,1,1,0,1,1,0,11,-2,1059,-1,4,-5,3,4
20191114-2015-northlondonlions-camdenhells,camdenhells,lostangels-sophie,1,northlondonlions,3,1,1,100.0,1,1,100.0,0,0,0,1,2,50.0,0,2,2,1,1,1,1,0,4,4,0,1,1,0,3,10,1693,4,8,-2,0,5
20191114-2015-northlondonlions-camdenhells,camdenhells,rockets-anna,1,northlondonlions,2,1,2,50.0,1,2,50.0,0,0,0,0,0,0,1,3,4,0,1,1,0,0,0,0,0,0,0,0,5,12,642,5,3,1,-2,2
20191114-2015-northlondonlions-camdenhells,camdenhells,rockets-malachi,1,northlondonlions,6,3,5,60.0,3,5,60.0,0,0,0,0,0,0,1,5,6,0,0,0,1,1,1,1,0,0,0,0,9,0,989,-2,4,-4,1,3
20191114-2015-northlondonlions-camdenhells,camdenhells,greenmachine-ahmed,1,northlondonlions,4,2,9,22.2,2,7,28.6,0,2,0,0,0,0,1,3,4,3,1,0,0,2,4,1,3,0,0,0,-3,12,980,7,4,2,0,4
20191114-2015-northlondonlions-camdenhells,camdenhells,camdenhells-jess,1,northlondonlions,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,6,1743,3,7,-3,4,5
20191114-2015-northlondonlions-camdenhells,camdenhells,lostangels-rob,1,northlondonlions,14,7,16,43.8,7,16,43.8,0,0,0,0,2,0,5,6,11,1,2,1,0,0,1,1,0,2,1,1,15,18,1083,7,6,3,-1,3
20191114-2015-northlondonlions-camdenhells,camdenhells,lions-alfie,1,northlondonlions,7,3,7,42.9,3,7,42.9,0,0,0,1,2,50.0,2,1,3,0,3,0,0,1,1,0,1,2,1,1,2,-2,1026,0,4,-5,2,2
20191114-2100-rockets-burritos,rockets,rockets-alex,0,burritos,7,2,8,25.0,1,4,25.0,1,4,25.0,2,3,66.7,2,4,6,3,1,4,0,0,4,2,2,2,1,1,10,9,1323,-4,4,6,-6,-1
20191114-2100-rockets-burritos,rockets,rockets-anna,0,burritos,4,2,5,40.0,2,5,40.0,0,0,0,0,0,0,0,2,2,1,1,3,0,0,0,0,0,1,0,1,7,13,1337,-4,6,5,-6,1
20191114-2100-rockets-burritos,rockets,rockets-darnell,0,burritos,15,6,7,85.7,3,4,75.0,3,3,100.0,0,0,0,1,2,3,0,2,0,0,0,1,0,1,0,0,0,14,14,1305,-1,2,6,-7,-2
20191114-2100-rockets-burritos,rockets,rockets-janis,0,burritos,11,3,6,50.0,1,3,33.3,2,3,66.7,3,6,50.0,0,5,5,2,4,4,0,0,1,0,1,4,2,2,15,18,1568,2,6,4,-5,-2
20191114-2100-rockets-burritos,rockets,rockets-marc,0,burritos,12,4,10,40.0,4,9,44.4,0,1,0,4,9,44.4,1,4,5,2,3,0,1,0,5,1,4,7,5,2,8,19,1674,0,9,2,-7,1
20191114-2100-rockets-burritos,rockets,rockets-patricia,0,burritos,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,9,1176,-2,2,3,-7,-1
20191114-2100-rockets-burritos,rockets,rockets-paul,0,burritos,4,2,5,40.0,2,4,50.0,0,1,0,0,0,0,1,3,4,6,2,2,0,0,2,1,1,1,0,1,10,18,1815,-1,6,4,-7,-1
20191114-2100-rockets-burritos,burritos,burritos-armelle,1,rockets,2,1,1,100.0,1,1,100.0,0,0,0,0,0,0,0,3,3,1,2,2,0,0,0,0,0,1,0,1,7,-13,1119,-1,-2,-6,6,3
20191114-2100-rockets-burritos,burritos,burritos-sylwia,1,rockets,4,2,2,100.0,2,2,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,2,6,-21,1538,2,-7,-7,8,-2
20191114-2100-rockets-burritos,burritos,burritos-wouter,1,rockets,12,5,16,31.2,5,15,33.3,0,1,0,2,5,40.0,3,6,9,2,8,3,0,0,8,3,5,6,3,3,2,-20,2040,2,-7,-6,9,1
20191114-2100-rockets-burritos,burritos,dropbears-mary,1,rockets,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,-5,-6,1423,3,-5,1,4,1
20191114-2100-rockets-burritos,burritos,lostangels-rob,1,rockets,7,3,6,50.0,3,6,50.0,0,0,0,1,2,50.0,4,6,10,3,4,2,0,0,5,3,2,4,1,3,13,-20,2040,2,-7,-6,9,1
20191114-2100-rockets-burritos,burritos,saturdays-pete,1,rockets,8,3,11,27.3,1,4,25.0,2,7,28.6,0,0,0,0,5,5,2,4,0,0,1,1,1,0,1,0,1,2,-20,2040,2,-7,-6,9,1
20191017-1845-hotshots-rockets,rockets,rockets-alex,0,hotshots,15,7,10,70.0,7,9,77.8,0,1,0,1,2,50.0,2,3,5,1,1,1,0,0,1,1,0,1,1,0,17,29,1317,14,10,5,-10,0
20191017-1845-hotshots-rockets,rockets,rockets-darnell,0,hotshots,17,8,16,50.0,8,15,53.3,0,1,0,1,2,50.0,3,4,7,3,0,0,0,1,1,1,0,1,1,0,17,27,1088,10,9,4,-8,4
20191017-1845-hotshots-rockets,rockets,rockets-janis,0,hotshots,9,3,9,33.3,2,5,40.0,1,4,25.0,2,2,100.0,1,2,3,6,0,2,0,1,3,2,1,2,1,1,12,44,1827,22,16,8,-15,3
20191017-1845-hotshots-rockets,rockets,rockets-marc,0,hotshots,17,6,12,50.0,5,10,50.0,1,2,50.0,4,7,57.1,5,1,6,5,0,4,0,0,2,1,1,5,4,1,26,31,1398,16,13,6,-10,7
20191017-1845-hotshots-rockets,rockets,rockets-patricia,0,hotshots,2,1,4,25.0,1,4,25.0,0,0,0,0,0,0,0,2,2,3,1,2,0,0,4,1,3,0,0,0,1,34,1703,19,14,7,-12,6
20191017-1845-hotshots-rockets,rockets,rockets-paul,0,hotshots,6,3,6,50.0,3,6,50.0,0,0,0,0,0,0,2,1,3,2,1,2,0,0,3,2,1,1,0,1,7,36,1407,13,13,8,-14,3
20191017-1845-hotshots-rockets,rockets,rockets-thriston,0,hotshots,2,1,6,16.7,1,6,16.7,0,0,0,0,0,0,8,8,16,1,0,0,0,0,1,0,1,0,0,0,13,21,912,22,6,1,-3,4
20191017-1845-hotshots-rockets,rockets,kissmygrass-steph,0,hotshots,2,1,2,50.0,1,1,100.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,18,551,9,4,1,-3,3
20191017-1845-hotshots-rockets,hotshots,hotshots-marine,1,rockets,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,1,0,1,3,-29,1418,-17,-12,-4,8,-8
20191017-1845-hotshots-rockets,hotshots,hotshots-daniel,1,rockets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,272,-4,0,-1,2,-2
20191017-1845-hotshots-rockets,hotshots,hotshots-weronika,1,rockets,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,3,0,3,5,-26,1448,-12,-8,-3,9,-5
20191017-1845-hotshots-rockets,hotshots,hotshots-martin,1,rockets,7,3,8,37.5,3,8,37.5,0,0,0,1,1,100.0,1,3,4,0,3,0,0,0,1,0,1,2,1,1,4,-28,1178,-4,-12,-7,12,-3
